State,ZipCode,TaxRegionName,TaxRegionCode,CombinedRate,StateRate,CountyRate,CityRate,SpecialRate
AL,35236,HOOVER (JEFFERSON CO),ACMQ,0.09,0.04,0.01,0.03,0.01
AL,35237,BIRMINGHAM (JEFFERSON CO),ACKY,0.1,0.04,0.01,0.04,0.01
AL,35238,SHELBY COUNTY,ADRQ,0.05,0.04,0.01,0,0
AL,35242,SHELBY COUNTY,ADRQ,0.05,0.04,0.01,0,0
AL,35243,VESTAVIA HILLS (JEFFERSON CO),ACQB,0.09,0.04,0.01,0.03,0.01
AL,35244,HOOVER (JEFFERSON CO),ACMQ,0.09,0.04,0.01,0.03,0.01
AL,35249,BIRMINGHAM (JEFFERSON CO),ACKY,0.1,0.04,0.01,0.04,0.01
AL,35253,HOMEWOOD,ACML,0.1,0.04,0.01,0.04,0.01
AL,35254,BIRMINGHAM (JEFFERSON CO),ACKY,0.1,0.04,0.01,0.04,0.01
AL,35255,BIRMINGHAM (JEFFERSON CO),ACKY,0.1,0.04,0.01,0.04,0.01
AL,35259,HOMEWOOD,ACML,0.1,0.04,0.01,0.04,0.01
AL,35260,HOOVER (JEFFERSON CO),ACMQ,0.09,0.04,0.01,0.03,0.01
AL,35261,BIRMINGHAM (JEFFERSON CO),ACKY,0.1,0.04,0.01,0.04,0.01
AL,35266,HOMEWOOD,ACML,0.1,0.04,0.01,0.04,0.01
AL,35270,BIRMINGHAM (JEFFERSON CO),ACKY,0.1,0.04,0.01,0.04,0.01
AL,35282,BIRMINGHAM (JEFFERSON CO),ACKY,0.1,0.04,0.01,0.04,0.01
AL,35285,BIRMINGHAM (JEFFERSON CO),ACKY,0.1,0.04,0.01,0.04,0.01
AL,35293,HOMEWOOD,ACML,0.1,0.04,0.01,0.04,0.01
AL,35294,BIRMINGHAM (JEFFERSON CO),ACKY,0.1,0.04,0.01,0.04,0.01
AL,35295,BIRMINGHAM (JEFFERSON CO),ACKY,0.1,0.04,0.01,0.04,0.01
AL,35401,TUSCALOOSA,AEFC,0.09,0.04,0.03,0.02,0
AL,35402,TUSCALOOSA,AEFC,0.09,0.04,0.03,0.02,0
AL,35403,TUSCALOOSA,AEFC,0.09,0.04,0.03,0.02,0
AL,35404,TUSCALOOSA,AEFC,0.09,0.04,0.03,0.02,0
AL,35405,TUSCALOOSA,AEFC,0.09,0.04,0.03,0.02,0
AL,35406,TUSCALOOSA,AEFC,0.09,0.04,0.03,0.02,0
AL,35407,TUSCALOOSA,AEFC,0.09,0.04,0.03,0.02,0
AL,35440,TUSCALOOSA COUNTY,AEDK,0.09,0.04,0.05,0,0
AL,35441,HALE COUNTY,ACDO,0.07,0.04,0.03,0,0
AL,35442,ALICEVILLE,ADNS,0.09,0.04,0.04,0.01,0
AL,35443,GREENE COUNTY,ACCQ,0.07,0.04,0.03,0,0
AL,35444,BROOKWOOD,AEDP,0.09,0.04,0.03,0.02,0
AL,35446,TUSCALOOSA COUNTY,AEDK,0.09,0.04,0.05,0,0
AL,35447,PICKENS COUNTY,ADNP,0.08,0.04,0.04,0,0
AL,35448,GREENE COUNTY,ACCQ,0.07,0.04,0.03,0,0
AL,35449,COALING,AEDW,0.1,0.04,0.03,0.03,0
AL,35452,NORTHPORT PJ,AEEU,0.09,0.04,0.04,0,0.01
AL,35453,TUSCALOOSA PJ,AEFF,0.09,0.04,0.04,0,0.01
AL,35456,TUSCALOOSA PJ,AEFF,0.09,0.04,0.04,0,0.01
AL,35457,TUSCALOOSA COUNTY,AEDK,0.09,0.04,0.05,0,0
AL,35458,TUSCALOOSA COUNTY,AEDK,0.09,0.04,0.05,0,0
AL,35459,SUMTER COUNTY,ADYD,0.07,0.04,0.03,0,0
AL,35460,SUMTER COUNTY,ADYD,0.07,0.04,0.03,0,0
AL,35461,PICKENS COUNTY,ADNP,0.08,0.04,0.04,0,0
AL,35462,EUTAW,ACDA,0.1,0.04,0.03,0.03,0
AL,35463,TUSCALOOSA COUNTY,AEDK,0.09,0.04,0.05,0,0
AL,35464,SUMTER COUNTY,ADYD,0.07,0.04,0.03,0,0
AL,35466,PICKENS COUNTY,ADNP,0.08,0.04,0.04,0,0
AL,35468,TUSCALOOSA COUNTY,AEDK,0.09,0.04,0.05,0,0
AL,35469,GREENE COUNTY,ACCQ,0.07,0.04,0.03,0,0
AL,35470,SUMTER COUNTY,ADYD,0.07,0.04,0.03,0,0
AL,35471,PICKENS COUNTY,ADNP,0.08,0.04,0.04,0,0
AL,35473,NORTHPORT,AEER,0.09,0.04,0.03,0.02,0
AL,35474,HALE COUNTY,ACDO,0.07,0.04,0.03,0,0
AL,35475,TUSCALOOSA PJ,AEFF,0.09,0.04,0.04,0,0.01
AL,35476,NORTHPORT,AEER,0.09,0.04,0.03,0.02,0
AL,35477,SUMTER COUNTY,ADYD,0.07,0.04,0.03,0,0
AL,35478,TUSCALOOSA PJ,AEFF,0.09,0.04,0.04,0,0.01
AL,35480,TUSCALOOSA COUNTY,AEDK,0.09,0.04,0.05,0,0
AL,35481,PICKENS COUNTY,ADNP,0.08,0.04,0.04,0,0
AL,35482,TUSCALOOSA COUNTY,AEDK,0.09,0.04,0.05,0,0
AL,35486,TUSCALOOSA,AEFC,0.09,0.04,0.03,0.02,0
AL,35490,VANCE PJ (TUSCALOOSA CO),DRYC,0.09,0.04,0.04,0,0.01
AL,35491,GREENE COUNTY,ACCQ,0.07,0.04,0.03,0,0
AL,35501,JASPER,AEGK,0.09,0.04,0.02,0.03,0
AL,35502,JASPER,AEGK,0.09,0.04,0.02,0.03,0
AL,35503,WALKER COUNTY,AEFJ,0.06,0.04,0.02,0,0
AL,35504,WALKER COUNTY,AEFJ,0.06,0.04,0.02,0,0
AL,35540,WINSTON COUNTY,AELF,0.06,0.04,0.02,0,0
AL,35541,WINSTON COUNTY,AELF,0.06,0.04,0.02,0,0
AL,35542,FAYETTE COUNTY,ABYV,0.06,0.04,0.02,0,0
AL,35543,BEAR CREEK,ADDF,0.09,0.04,0.02,0.03,0
AL,35544,LAMAR COUNTY,ACQN,0.06,0.04,0.02,0,0
AL,35545,BELK,ABYY,0.07,0.04,0.02,0.01,0
AL,35546,FAYETTE COUNTY,ABYV,0.06,0.04,0.02,0,0
AL,35548,BRILLIANT,ADDK,0.09,0.04,0.02,0.03,0
AL,35549,CARBON HILL,AEFO,0.09,0.04,0.02,0.03,0
AL,35550,WALKER COUNTY,AEFJ,0.06,0.04,0.02,0,0
AL,35551,HALEYVILLE PJ (WINSTON CO),AEMC,0.075,0.04,0.02,0,0.015
AL,35552,MARION COUNTY,ADDC,0.06,0.04,0.02,0,0
